,t,x,y,ω
220,3.69,0.03058,0.205,-320.2
221,3.706,0.0484,0.197,-373.1
222,3.723,0.07036,0.183,-398.1
223,3.74,0.08664,0.169,-344.9
224,3.757,0.09983,0.156,-406.4
225,3.774,0.118,0.136,-411.4
226,3.79,0.126,0.121,-335.8
227,3.807,0.135,0.105,-311.3
228,3.824,0.141,0.09242,-386.5
229,3.841,0.151,0.07036,-498.8
230,3.857,0.155,0.04587,-464.6
231,3.874,0.155,0.02552,-430.2
232,3.891,0.153,0.005364,-401.7
233,3.908,0.15,-0.01073,-423.9
234,3.924,0.143,-0.03104,-404.3
235,3.941,0.139,-0.04418,-326.0
236,3.958,0.134,-0.05727,-367.0
237,3.975,0.126,-0.0727,-386.9
238,3.992,0.119,-0.08663,-387.0
239,4.008,0.107,-0.09946,-534.3
240,4.025,0.0849,-0.117,-560.0
241,4.042,0.07019,-0.13,-452.3
242,4.059,0.05409,-0.142,-383.6
243,4.075,0.04027,-0.146,-321.5
244,4.092,0.02645,-0.15,-329.2
245,4.109,0.01193,-0.156,-349.0
246,4.126,-0.004988,-0.168,-348.0
247,4.142,-0.02195,-0.172,-370.8
248,4.159,-0.04307,-0.171,-348.3
249,4.176,-0.05806,-0.169,-300.5
250,4.193,-0.07454,-0.166,-293.3
251,4.21,-0.08786,-0.16,-269.9
252,4.226,-0.102,-0.156,-274.8
253,4.243,-0.115,-0.147,-301.1
254,4.26,-0.131,-0.139,-284.8
255,4.277,-0.141,-0.128,-281.6
256,4.293,-0.157,-0.119,-312.9
257,4.31,-0.168,-0.105,-337.0
258,4.327,-0.181,-0.08783,-300.7
259,4.344,-0.189,-0.07547,-321.7
260,4.361,-0.198,-0.05323,-321.9
261,4.377,-0.205,-0.03998,-260.5
262,4.394,-0.211,-0.02348,-268.0
263,4.411,-0.212,-0.007562,-280.5
264,4.428,-0.213,0.0114,-266.3
265,4.444,-0.215,0.02603,-222.6
266,4.461,-0.211,0.03928,-241.3
267,4.478,-0.21,0.05623,-285.7
268,4.495,-0.204,0.07477,-300.4
269,4.511,-0.197,0.09222,-326.0
270,4.528,-0.186,0.112,-356.0
271,4.545,-0.174,0.131,-355.9
272,4.562,-0.159,0.148,-345.2
273,4.579,-0.143,0.162,-346.3
274,4.595,-0.127,0.178,-338.7
275,4.612,-0.109,0.188,-339.0
276,4.629,-0.0882,0.198,-292.7
277,4.646,-0.0743,0.201,-275.2
278,4.662,-0.05444,0.206,-302.4
279,4.679,-0.03696,0.208,-300.4
280,4.696,-0.01722,0.209,-301.9
281,4.713,0.0001259,0.206,-318.7
282,4.729,0.02113,0.202,-362.3
283,4.746,0.04226,0.196,-358.2
284,4.763,0.06009,0.185,-302.5
285,4.78,0.07277,0.177,-314.0
286,4.797,0.0901,0.166,-348.4
287,4.813,0.102,0.152,-350.4
288,4.83,0.117,0.138,-358.7
289,4.847,0.127,0.122,-342.8
290,4.864,0.134,0.106,-341.5
291,4.88,0.144,0.09168,-446.1
292,4.897,0.15,0.06457,-494.1
293,4.914,0.153,0.04376,-390.6
294,4.931,0.156,0.02806,-344.0
295,4.947,0.154,0.01187,-355.8
296,4.964,0.155,-0.004734,-372.5
297,4.981,0.151,-0.02144,-366.1
298,4.998,0.146,-0.03651,-391.6
299,5.015,0.139,-0.05402,-464.2
300,5.031,0.129,-0.07354,-485.0
301,5.048,0.119,-0.09093,-483.5
302,5.065,0.103,-0.106,-495.6
303,5.082,0.08786,-0.121,-470.0
304,5.098,0.07501,-0.139,-432.4
305,5.115,0.05625,-0.144,-391.0
306,5.132,0.04068,-0.149,-342.5
307,5.149,0.02782,-0.16,-350.7
308,5.166,0.009831,-0.16,-400.8
309,5.182,-0.01049,-0.168,-341.0
310,5.199,-0.02428,-0.174,-297.7
311,5.216,-0.04178,-0.173,-348.5
312,5.233,-0.06122,-0.172,-328.2
313,5.249,-0.07677,-0.168,-300.2
314,5.266,-0.09099,-0.16,-267.0
315,5.283,-0.103,-0.156,-298.6
316,5.3,-0.123,-0.148,-326.8
317,5.316,-0.136,-0.139,-275.5
318,5.333,-0.148,-0.129,-292.2
319,5.35,-0.16,-0.115,-317.1
320,5.367,-0.173,-0.102,-314.4
321,5.384,-0.185,-0.0869,-337.7
322,5.4,-0.193,-0.06689,-354.6
323,5.417,-0.206,-0.04859,-326.7
324,5.434,-0.21,-0.0302,-293.5
325,5.451,-0.214,-0.01277,-285.6
326,5.467,-0.215,0.005445,-252.1
327,5.484,-0.215,0.01897,-205.1
328,5.501,-0.213,0.0312,-245.0
329,5.518,-0.209,0.04922,-303.5
330,5.534,-0.207,0.06943,-317.7
331,5.551,-0.201,0.08892,-321.7
332,5.568,-0.189,0.106,-356.7
333,5.585,-0.177,0.128,-347.9
334,5.602,-0.164,0.142,-389.2
335,5.618,-0.143,0.164,-395.5
336,5.635,-0.126,0.175,-297.5
337,5.652,-0.112,0.185,-279.9
338,5.669,-0.09525,0.192,-304.7
339,5.685,-0.07601,0.199,-328.0
340,5.702,-0.0561,0.204,-310.0
341,5.719,-0.0379,0.205,-284.9
342,5.736,-0.02101,0.205,-327.5
343,5.753,0.001778,0.206,-345.3
344,5.769,0.02027,0.202,-302.4
345,5.786,0.03646,0.194,-391.5
346,5.803,0.06241,0.183,-445.9
347,5.82,0.0816,0.17,-360.4
348,5.836,0.09358,0.156,-325.4
349,5.853,0.108,0.146,-359.0
350,5.87,0.119,0.128,-389.6
351,5.887,0.132,0.113,-390.6
352,5.903,0.14,0.09408,-452.1
353,5.92,0.147,0.06922,-419.7
354,5.937,0.153,0.05528,-364.2
355,5.954,0.159,0.037,-383.8
356,5.971,0.156,0.01903,-375.7
357,5.987,0.155,0.001153,-419.3
358,6.004,0.153,-0.01917,-454.6
359,6.021,0.147,-0.03889,-448.8
