,t,x,y,ω
56,0.939,-0.165,-0.01258,-347.2
57,0.956,-0.165,0.008809,-419.8
58,0.973,-0.154,0.02643,-405.7
59,0.989,-0.164,0.04908,-426.6
60,1.006,-0.158,0.07047,-386.3
61,1.023,-0.153,0.08683,-388.6
62,1.04,-0.147,0.111,-388.8
63,1.057,-0.135,0.125,-323.0
64,1.073,-0.124,0.137,-269.5
65,1.09,-0.116,0.147,-226.3
66,1.107,-0.104,0.151,-249.7
67,1.124,-0.09501,0.165,-287.0
68,1.14,-0.08117,0.175,-292.9
69,1.157,-0.06733,0.184,-270.6
70,1.174,-0.05348,0.189,-289.7
71,1.191,-0.03587,0.195,-303.3
72,1.207,-0.01951,0.198,-251.6
73,1.224,-0.006922,0.2,-259.7
74,1.241,0.0107,0.2,-248.5
75,1.258,0.02202,0.198,-267.9
76,1.275,0.04216,0.198,-362.1
77,1.291,0.06355,0.19,-340.1
78,1.308,0.07865,0.181,-332.2
79,1.325,0.09753,0.171,-326.8
80,1.342,0.111,0.162,-251.7
81,1.358,0.121,0.155,-263.0
82,1.375,0.132,0.14,-356.5
83,1.392,0.143,0.12,-325.0
84,1.409,0.152,0.109,-292.2
85,1.425,0.16,0.09313,-294.5
86,1.442,0.165,0.08054,-255.1
87,1.459,0.165,0.06544,-284.8
88,1.476,0.167,0.04908,-290.7
89,1.493,0.174,0.0365,-303.4
90,1.509,0.173,0.01888,-314.3
91,1.526,0.168,0.003775,-305.1
92,1.543,0.162,-0.01133,-291.1
93,1.56,0.16,-0.02391,-294.3
94,1.576,0.158,-0.03901,-303.3
95,1.593,0.153,-0.0516,-280.8
96,1.61,0.14,-0.06041,-305.4
97,1.627,0.128,-0.07047,-277.7
98,1.644,0.124,-0.07928,-423.8
99,1.66,0.11,-0.103,-465.7
100,1.677,0.09879,-0.111,-373.8
101,1.694,0.07991,-0.117,-480.8
102,1.711,0.05852,-0.122,-534.4
103,1.727,0.03964,-0.135,-504.7
104,1.744,0.02076,-0.136,-578.6
105,1.761,-0.006922,-0.132,-562.7
106,1.778,-0.02328,-0.13,-431.1
107,1.794,-0.03838,-0.122,-339.5
108,1.811,-0.05223,-0.132,-342.4
109,1.828,-0.07236,-0.131,-414.2
110,1.845,-0.08872,-0.125,-322.3
111,1.862,-0.09627,-0.116,-259.7
112,1.878,-0.106,-0.109,-287.9
113,1.895,-0.119,-0.102,-316.0
114,1.912,-0.126,-0.08935,-335.7
115,1.929,-0.137,-0.07677,-316.9
116,1.945,-0.143,-0.06544,-314.7
117,1.962,-0.152,-0.0516,-350.8
118,1.979,-0.165,-0.03775,-374.9
119,1.996,-0.162,-0.01762,-409.2
120,2.012,-0.165,0.002517,-447.2
121,2.029,-0.163,0.02517,-421.7
122,2.046,-0.164,0.04405,-416.1
123,2.063,-0.159,0.0667,-433.3
124,2.08,-0.155,0.08809,-392.1
125,2.096,-0.148,0.107,-398.6
126,2.113,-0.137,0.127,-356.9
127,2.13,-0.124,0.137,-334.4
128,2.147,-0.106,0.147,-329.6
129,2.163,-0.09627,0.16,-291.2
130,2.18,-0.08495,0.174,-315.9
131,2.197,-0.06859,0.184,-345.6
132,2.214,-0.04845,0.188,-263.2
133,2.23,-0.03964,0.193,-272.7
134,2.247,-0.01825,0.195,-374.5
135,2.264,0.003146,0.198,-360.7
136,2.281,0.02328,0.196,-336.5
137,2.298,0.04216,0.195,-305.0
138,2.314,0.05726,0.188,-268.6
139,2.331,0.06984,0.18,-335.0
140,2.348,0.0925,0.172,-441.0
141,2.365,0.115,0.159,-374.6
142,2.381,0.123,0.142,-411.2
143,2.398,0.143,0.121,-418.3
144,2.415,0.152,0.107,-313.7
145,2.432,0.157,0.08935,-313.0
146,2.449,0.162,0.07425,-305.6
147,2.465,0.164,0.05789,-342.0
148,2.482,0.172,0.04027,-339.3
149,2.499,0.169,0.02391,-354.2
150,2.516,0.164,0.003775,-426.6
151,2.532,0.16,-0.01762,-353.9
152,2.549,0.155,-0.02894,-313.1
153,2.566,0.15,-0.0453,-430.1
154,2.583,0.138,-0.06418,-417.3
155,2.599,0.129,-0.07677,-387.9
156,2.616,0.118,-0.09187,-398.8
157,2.633,0.105,-0.102,-394.9
158,2.65,0.08998,-0.112,-461.3
159,2.667,0.07236,-0.123,-521.2
160,2.683,0.05348,-0.137,-527.4
161,2.7,0.03209,-0.142,-627.5
162,2.717,0.0006292,-0.14,-709.0
163,2.734,-0.02706,-0.138,-647.8
164,2.75,-0.05097,-0.13,-604.7
165,2.767,-0.0774,-0.127,-500.9
166,2.784,-0.09627,-0.122,-432.5
167,2.801,-0.109,-0.106,-407.8
168,2.817,-0.119,-0.09313,-364.8
169,2.834,-0.125,-0.07802,-376.3
170,2.851,-0.143,-0.06796,-387.8
171,2.868,-0.154,-0.05286,-341.8
172,2.885,-0.157,-0.03901,-340.3
173,2.901,-0.163,-0.02139,-376.6
174,2.918,-0.164,-0.003775,-464.5
175,2.935,-0.159,0.02265,-437.8
176,2.952,-0.164,0.03901,-410.9
177,2.968,-0.163,0.06544,-521.7
178,2.985,-0.152,0.09061,-474.4
179,3.002,-0.143,0.111,-417.6
180,3.019,-0.13,0.13,-334.3
181,3.035,-0.121,0.14,-368.5
182,3.052,-0.101,0.157,-420.7
183,3.069,-0.08872,0.175,-384.0
184,3.086,-0.06607,0.182,-372.7
185,3.103,-0.04845,0.189,-278.9
186,3.119,-0.03587,0.193,-336.9
187,3.136,-0.0107,0.198,-374.5
188,3.153,0.006922,0.198,-300.9
189,3.17,0.02454,0.2,-308.5
190,3.186,0.04216,0.193,-353.3
191,3.203,0.06355,0.186,-404.1
192,3.22,0.08495,0.175,-380.7
193,3.237,0.1,0.162,-385.2
194,3.254,0.118,0.146,-485.1
195,3.27,0.137,0.123,-464.8
196,3.287,0.148,0.106,-330.5
197,3.304,0.159,0.09564,-286.8
198,3.321,0.163,0.07928,-349.8
199,3.337,0.165,0.05789,-485.9
200,3.354,0.171,0.02894,-420.6
201,3.371,0.167,0.0151,-327.2
202,3.388,0.163,-0.003775,-406.7
203,3.404,0.16,-0.02391,-380.7
204,3.421,0.15,-0.03775,-492.5
205,3.438,0.138,-0.06418,-496.5
206,3.455,0.129,-0.07677,-441.4
207,3.472,0.116,-0.0969,-369.0
208,3.488,0.109,-0.102,-308.5
209,3.505,0.0925,-0.111,-431.4
210,3.522,0.07991,-0.126,-484.8
211,3.539,0.05726,-0.131,-477.0
212,3.555,0.03964,-0.135,-465.5
213,3.572,0.01951,-0.138,-528.5
214,3.589,-0.003146,-0.138,-583.7
215,3.606,-0.02706,-0.132,-559.1
216,3.622,-0.04593,-0.126,-556.6
217,3.639,-0.0711,-0.122,-553.2
218,3.656,-0.08746,-0.109,-446.0
219,3.673,-0.103,-0.102,-452.8
220,3.69,-0.115,-0.08432,-419.0
221,3.706,-0.129,-0.07677,-296.1
222,3.723,-0.135,-0.0667,-351.8
223,3.74,-0.154,-0.05286,-343.3
224,3.757,-0.158,-0.04153,-296.4
225,3.773,-0.159,-0.02517,-333.1
226,3.79,-0.162,-0.01007,-376.7
227,3.807,-0.158,0.01007,-455.3
228,3.824,-0.158,0.03272,-475.2
229,3.841,-0.159,0.05663,-456.9
230,3.857,-0.155,0.07928,-516.7
231,3.874,-0.144,0.108,-446.6
232,3.891,-0.133,0.12,-286.8
233,3.908,-0.126,0.133,-376.3
234,3.924,-0.106,0.15,-422.8
235,3.941,-0.0925,0.165,-378.7
236,3.958,-0.07362,0.176,-314.9
237,3.975,-0.06104,0.18,-287.5
238,3.991,-0.04342,0.188,-342.1
239,4.008,-0.02454,0.193,-350.7
240,4.025,-0.004405,0.198,-286.8
241,4.042,0.00818,0.199,-321.1
242,4.059,0.03335,0.199,-352.6
243,4.075,0.04845,0.191,-287.8
244,4.092,0.06607,0.19,-334.3
245,4.109,0.08495,0.179,-392.9
246,4.126,0.108,0.17,-461.7
247,4.142,0.126,0.146,-325.8
248,4.159,0.132,0.14,-302.4
249,4.176,0.148,0.12,-432.5
250,4.193,0.162,0.102,-304.8
251,4.209,0.163,0.08935,-328.2
252,4.226,0.172,0.0667,-378.1
253,4.243,0.171,0.04908,-345.5
254,4.26,0.171,0.02894,-366.3
255,4.277,0.172,0.01133,-313.3
256,4.293,0.165,-0.002517,-355.9
257,4.31,0.158,-0.02265,-353.7
258,4.327,0.15,-0.03398,-308.5
259,4.344,0.147,-0.04908,-353.3
260,4.36,0.14,-0.06418,-302.4
261,4.377,0.129,-0.07047,-310.0
262,4.394,0.128,-0.08935,-381.3
263,4.411,0.113,-0.09942,-407.3
264,4.427,0.09753,-0.111,-363.6
265,4.444,0.0862,-0.117,-395.2
266,4.461,0.06859,-0.128,-508.7
267,4.478,0.04719,-0.135,-262.5
268,4.495,0.04719,-0.135,-568.1
269,4.511,0.0006292,-0.137,-953.7
270,4.528,-0.03083,-0.137,-735.0
271,4.545,-0.06104,-0.135,-504.8
272,4.562,-0.07362,-0.13,-460.0
273,4.578,-0.0925,-0.111,-556.9
274,4.595,-0.109,-0.0969,-440.0
275,4.612,-0.115,-0.0818,-388.0
276,4.629,-0.129,-0.07047,-314.6
277,4.646,-0.144,-0.0667,-331.4
278,4.662,-0.159,-0.05034,-399.1
279,4.679,-0.155,-0.03146,-351.0
280,4.696,-0.162,-0.01636,-328.4
281,4.713,-0.163,-0.001258,-373.6
282,4.729,-0.159,0.01888,-443.1
283,4.746,-0.157,0.04027,-465.2
284,4.763,-0.159,0.06544,-458.2
285,4.78,-0.152,0.08683,-490.3
286,4.796,-0.138,0.111,-458.1
287,4.813,-0.128,0.128,-369.3
288,4.83,-0.111,0.138,-425.4
289,4.847,-0.09376,0.159,-447.5
290,4.864,-0.07614,0.172,-342.6
291,4.88,-0.06229,0.18,-262.0
292,4.897,-0.04971,0.185,-249.9
293,4.914,-0.03587,0.19,-296.0
294,4.931,-0.01699,0.191,-335.6
295,4.947,0.001888,0.191,-279.5
296,4.964,0.01447,0.193,-319.3
297,4.981,0.03838,0.193,-386.1
298,4.998,0.05978,0.193,-406.1
299,5.014,0.08117,0.175,-329.2
300,5.031,0.08872,0.165,-327.4
301,5.048,0.11,0.152,-380.3
302,5.065,0.123,0.141,-357.4
303,5.082,0.139,0.126,-439.5
304,5.098,0.155,0.106,-374.3
305,5.115,0.153,0.08683,-316.9
306,5.132,0.164,0.07173,-374.3
307,5.149,0.164,0.05034,-338.1
308,5.165,0.168,0.0365,-379.5
309,5.182,0.167,0.01258,-377.9
310,5.199,0.173,-0.001258,-309.9
311,5.216,0.165,-0.01762,-336.6
312,5.233,0.158,-0.03272,-322.7
313,5.249,0.149,-0.0453,-409.1
314,5.266,0.14,-0.0667,-442.3
315,5.283,0.13,-0.08054,-353.8
316,5.3,0.124,-0.09438,-390.6
317,5.316,0.105,-0.104,-422.5
318,5.333,0.09124,-0.115,-356.3
319,5.35,0.08243,-0.126,-357.2
320,5.367,0.06733,-0.135,-448.2
321,5.383,0.04468,-0.136,-540.1
322,5.4,0.02076,-0.14,-630.4
323,5.417,-0.006922,-0.135,-656.1
324,5.434,-0.03335,-0.138,-643.1
325,5.451,-0.05852,-0.128,-511.6
326,5.467,-0.07488,-0.126,-456.6
327,5.484,-0.09879,-0.118,-377.3
328,5.501,-0.09879,-0.104,-260.1
329,5.518,-0.101,-0.08935,-427.7
330,5.534,-0.118,-0.07425,-439.6
331,5.551,-0.135,-0.06796,-334.9
332,5.568,-0.144,-0.05537,-371.9
333,5.585,-0.154,-0.03901,-330.4
334,5.601,-0.158,-0.02769,-330.5
335,5.618,-0.162,-0.008809,-404.4
336,5.635,-0.159,0.01007,-410.9
337,5.652,-0.16,0.0302,-390.7
338,5.669,-0.159,0.04782,-405.4
339,5.685,-0.159,0.07173,-539.5
340,5.702,-0.147,0.102,-519.2
341,5.719,-0.132,0.117,-493.9
342,5.736,-0.113,0.141,-477.0
343,5.752,-0.09879,0.156,-304.6
344,5.769,-0.09124,0.169,-315.2
345,5.786,-0.06984,0.175,-344.8
346,5.803,-0.05474,0.181,-270.4
347,5.819,-0.04216,0.188,-319.2
348,5.836,-0.02076,0.194,-404.7
349,5.853,0.003146,0.198,-296.5
350,5.87,0.01321,0.198,-280.9
351,5.887,0.03461,0.19,-344.9
352,5.903,0.05097,0.185,-322.4
353,5.92,0.06859,0.177,-363.8
354,5.937,0.08746,0.167,-448.3
355,5.954,0.111,0.152,-475.0
356,5.97,0.13,0.137,-491.2
357,5.987,0.152,0.116,-335.0
358,6.004,0.148,0.104,-303.4
359,6.021,0.162,0.08306,-433.2
360,6.038,0.163,0.06166,-387.1
361,6.054,0.164,0.04153,-345.0
362,6.071,0.172,0.02769,-280.9
363,6.088,0.165,0.01384,-341.8
364,6.105,0.155,-0.006292,-416.9
365,6.121,0.155,-0.02517,-394.6
366,6.138,0.14,-0.03901,-441.3
367,6.155,0.133,-0.05915,-421.9
368,6.172,0.13,-0.07425,-408.7
369,6.188,0.103,-0.07928,-385.4
370,6.205,0.103,-0.09438,-453.8
371,6.222,0.08369,-0.111,-510.0
372,6.239,0.06984,-0.12,-327.3
373,6.256,0.05978,-0.122,-503.7
374,6.272,0.03209,-0.135,-581.0
375,6.289,0.01447,-0.125,-459.1
376,6.306,-0.004405,-0.126,-705.7
377,6.323,-0.03587,-0.117,-827.0
378,6.339,-0.06104,-0.107,-535.9
379,6.356,-0.07865,-0.112,-398.0
380,6.373,-0.101,-0.108,-442.5
381,6.39,-0.115,-0.0969,-409.2
382,6.406,-0.129,-0.08432,-393.8
383,6.423,-0.139,-0.07047,-377.0
384,6.44,-0.148,-0.05537,-403.6
385,6.457,-0.159,-0.03775,-390.9
386,6.474,-0.164,-0.02139,-358.9
387,6.49,-0.165,-0.003775,-365.0
388,6.507,-0.164,0.01384,-387.6
389,6.524,-0.164,0.03398,-450.2
390,6.541,-0.167,0.06041,-473.1
391,6.557,-0.159,0.08306,-459.8
