,t,x,y,ω
301,5.048,-0.105,0.149,-281.6
302,5.065,-0.09458,0.156,-247.0
303,5.082,-0.08296,0.164,-270.9
304,5.098,-0.06921,0.17,-339.6
305,5.115,-0.04904,0.177,-352.6
306,5.132,-0.03321,0.181,-311.3
307,5.149,-0.01629,0.184,-333.7
308,5.165,0.002597,0.184,-322.1
309,5.182,0.01846,0.184,-316.0
310,5.199,0.03649,0.181,-338.4
311,5.216,0.05438,0.177,-261.2
312,5.233,0.0635,0.173,-243.0
313,5.249,0.07829,0.166,-333.4
314,5.266,0.09452,0.155,-335.1
315,5.283,0.108,0.146,-288.4
316,5.3,0.119,0.137,-258.7
317,5.316,0.127,0.127,-237.6
318,5.333,0.134,0.117,-246.2
319,5.35,0.141,0.105,-317.9
320,5.367,0.15,0.08776,-367.6
321,5.384,0.158,0.07104,-292.3
322,5.4,0.161,0.06042,-267.4
323,5.417,0.164,0.04477,-265.1
324,5.434,0.165,0.03407,-256.6
325,5.451,0.166,0.0194,-280.0
326,5.467,0.166,0.006537,-304.9
327,5.484,0.166,-0.01028,-297.6
328,5.501,0.164,-0.02217,-241.5
329,5.518,0.159,-0.03286,-212.4
330,5.534,0.157,-0.04165,-214.1
331,5.551,0.153,-0.0522,-267.0
332,5.568,0.148,-0.06542,-319.6
333,5.585,0.139,-0.07889,-365.2
334,5.602,0.129,-0.09383,-427.7
335,5.618,0.118,-0.113,-373.0
336,5.635,0.105,-0.119,-294.7
337,5.652,0.09665,-0.132,-255.0
338,5.669,0.08963,-0.139,-206.2
339,5.685,0.0794,-0.141,-247.5
340,5.702,0.0675,-0.147,-288.4
341,5.719,0.05415,-0.152,-293.3
342,5.736,0.04146,-0.157,-303.0
343,5.752,0.02684,-0.161,-314.0
344,5.769,0.01215,-0.164,-289.8
345,5.786,-0.0006832,-0.169,-271.2
346,5.803,-0.01449,-0.17,-237.8
347,5.82,-0.02455,-0.17,-231.6
348,5.836,-0.03767,-0.168,-292.9
349,5.853,-0.05379,-0.165,-312.8
350,5.87,-0.06816,-0.16,-304.2
351,5.887,-0.08209,-0.153,-288.4
352,5.903,-0.09517,-0.148,-251.5
353,5.92,-0.105,-0.141,-231.6
354,5.937,-0.115,-0.134,-245.5
355,5.954,-0.126,-0.126,-244.2
356,5.97,-0.133,-0.116,-309.3
357,5.987,-0.146,-0.101,-381.1
358,6.004,-0.159,-0.08609,-368.9
359,6.021,-0.167,-0.06869,-309.6
